timestamp,2017-11-01 18:06:24
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,53.1
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
parameter-name,COSMOS probe VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%
2017-10-01,58.80335,3.2,12.1,96.3,14.6,13.4,15.8,1001.0,2.6,252.9,6.0,0.40121,14.8,62.0,14.8,65.1
2017-10-02,58.83655,3.8,9.9,87.9,12.9,9.5,15.3,1006.8,4.3,291.3,4.7,1.08634,14.4,62.2,14.5,65.1
2017-10-03,54.68018,0.0,7.5,77.9,10.5,7.7,14.3,1015.1,8.2,310.6,2.1,1.31162,12.9,62.6,12.9,65.5
2017-10-04,55.25108,0.0,8.0,75.7,12.0,8.5,14.4,1013.9,5.9,273.5,4.4,1.94367,12.8,62.7,12.8,65.6
2017-10-05,53.3312,0.4,9.4,84.3,12.7,8.0,15.5,1012.0,6.6,301.5,4.8,1.44076,13.6,62.5,13.6,65.5
2017-10-06,49.81836,0.0,8.1,80.2,11.2,6.0,15.2,1017.1,6.7,280.4,2.4,1.27201,12.5,46.8,12.5,46.7
2017-10-07,52.94126,5.9,11.2,95.6,13.6,12.9,14.2,1010.8,1.5,268.8,5.3,0.43492,13.3,53.6,13.3,54.6
2017-10-08,58.39006,1.7,10.8,94.1,13.2,11.8,14.5,1010.1,4.3,194.3,1.5,0.4144,14.2,63.0,14.3,65.8
2017-10-09,56.81686,0.8,10.6,92.1,13.3,11.8,15.3,1009.0,4.9,275.3,2.8,0.65879,14.7,63.0,14.8,65.7
2017-10-10,56.91247,0.5,11.3,94.7,13.9,12.3,15.4,1005.6,2.2,239.2,4.8,0.49522,14.4,63.2,14.4,65.9
2017-10-11,55.98438,0.7,10.9,91.5,13.7,11.3,15.0,1001.6,0.6,240.8,5.5,0.77273,14.2,63.1,14.2,65.9
2017-10-12,53.0406,0.2,10.2,86.9,13.6,10.0,15.9,1009.1,7.2,222.0,3.6,1.14922,13.6,63.3,13.5,66.1
2017-10-13,57.70119,0.4,12.6,95.4,15.5,15.0,16.8,1010.7,4.1,215.3,6.0,0.55741,14.9,63.1,15.0,65.9
2017-10-14,58.93319,0.7,11.7,93.1,14.8,13.1,16.5,1011.0,2.7,180.2,3.8,0.64361,15.0,60.9,15.0,63.9
2017-10-15,51.52415,0.2,11.7,95.4,14.3,13.0,15.2,1004.2,2.4,178.6,3.6,0.41388,14.8,55.6,14.8,50.2
2017-10-16,52.9235,0.1,9.8,75.7,15.1,12.1,18.1,1001.1,4.7,202.4,8.6,2.77359,14.5,47.3,14.5,42.7
2017-10-17,54.02292,0.2,8.8,86.9,11.3,9.7,13.3,1006.3,-0.5,146.5,2.7,0.74311,12.7,36.4,12.7,38.1
2017-10-18,54.43902,0.6,10.8,94.7,13.1,11.0,15.5,998.2,3.2,141.3,3.6,0.45867,13.4,36.9,13.4,38.4
2017-10-19,58.88199,9.7,10.3,93.2,12.6,11.0,13.9,988.7,0.2,203.2,7.2,0.62629,13.2,49.6,13.2,50.6
2017-10-20,60.85479,6.9,9.1,82.9,12.4,9.9,14.1,993.5,3.5,227.8,6.8,1.55842,12.4,62.4,12.4,63.7
2017-10-21,56.50853,5.7,8.2,78.7,11.7,10.4,13.1,993.9,2.8,261.3,11.1,2.14308,12.2,62.9,12.2,64.0
2017-10-22,56.16629,1.5,8.2,79.4,11.4,9.1,13.1,1008.3,2.8,273.1,6.7,1.77056,11.3,63.3,11.2,64.3
2017-10-23,54.28386,8.0,11.8,98.9,13.8,12.0,14.4,1006.5,3.2,235.0,5.8,0.13598,13.0,63.1,12.9,64.2
2017-10-24,56.0478,0.6,12.1,100.0,14.1,13.5,14.9,1007.4,2.5,218.6,6.0,0.04752,14.0,63.0,14.0,64.1
2017-10-25,58.43727,1.0,11.1,98.9,12.8,10.8,14.0,1009.8,5.9,189.0,3.0,0.21523,14.2,63.1,14.2,64.0
2017-10-26,51.71288,0.0,10.5,98.8,12.0,11.4,12.9,1013.7,2.4,212.8,1.8,0.13736,14.0,63.3,14.1,64.2
2017-10-27,48.52817,0.0,10.4,94.7,12.5,9.5,15.1,1022.5,2.4,174.7,1.9,0.35758,13.7,63.3,13.7,64.2
2017-10-28,53.09694,0.1,9.5,93.3,11.3,7.9,12.5,1020.0,1.5,286.3,3.6,0.49487,12.6,63.6,12.5,64.5
2017-10-29,50.81093,0.0,9.7,90.4,12.0,7.2,14.2,1015.6,0.4,281.4,4.2,0.67045,12.8,63.1,12.8,64.3
2017-10-30,47.60361,0.1,7.3,85.4,8.5,5.7,12.4,1018.9,1.1,91.2,2.1,0.69357,11.0,46.8,11.0,44.2
2017-10-31,52.59207,0.1,7.6,83.0,9.7,6.6,12.4,1014.7,2.0,162.2,2.0,0.82099,10.2,39.2,10.2,39.6
